Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,Type,Rarity,Price
1,Murderer's Axe,Shadows over Innistrad,259,Near Mint,Korean,,,,,,,,Artifact - Equipment,Uncommon,$0.25 
3,Murderer's Axe,Shadows over Innistrad,259,Near Mint,English,,,,,,,,Artifact - Equipment,Uncommon,$0.25 
1,Murderous Betrayal,Nemesis,61,Near Mint,English,,,,,,,,Enchantment,Rare,$0.34 
2,Murderous Betrayal,Eighth Edition,147,Near Mint,English,,,,,,,,Enchantment,Rare,$0.34 
3,Murderous Compulsion,Commander 2019,122,Near Mint,English,,,,,,,,Sorcery,Common,$0.21 
2,Murderous Compulsion,Mystery Booster,718,Near Mint,English,,,,,,,,Sorcery,Common,$0.24 
9,Murderous Compulsion,Shadows over Innistrad,126,Near Mint,English,,,,,,,,Sorcery,Common,$0.20 
4,Murderous Cut,Khans of Tarkir,81,Near Mint,English,,,,,,,,Instant,Uncommon,$0.29 
4,Murderous Redcap,Ultimate Masters,217,Near Mint,English,,,,,,,,Creature - Goblin Assassin,Uncommon,$0.44 
1,Murderous Redcap,Shadowmoor,192,Near Mint,English,,,,,,,,Creature - Goblin Assassin,Uncommon,$0.56 
1,Murderous Rider // Swift End,Throne of Eldraine,97,Near Mint,English,foil,,,,,,,Creature - Zombie Knight // Instant - Adventure,Rare,$10.09 
2,Murderous Spoils,Darksteel,48,Played,English,,,,,,,,Instant,Uncommon,$0.22 
4,Murderous Spoils,Darksteel,48,Near Mint,English,,,,,,,,Instant,Uncommon,$0.22 
12,Murk Dwellers,The Dark,11,Near Mint,English,,,,,,,,Creature - Zombie,Common,$0.26 
4,Murk Dwellers,Fourth Edition,32,Near Mint,English,,,,,,,,Creature - Zombie,Common,$0.19 
4,Murk Dwellers,Fifth Edition,42,Near Mint,English,,,,,,,,Creature - Zombie,Common,$0.20 
1,Murk Strider,Battle for Zendikar,62,Near Mint,English,foil,,,,,,,Creature - Eldrazi Processor,Common,$0.28 
6,Murk Strider,Battle for Zendikar,62,Near Mint,English,,,,,,,,Creature - Eldrazi Processor,Common,$0.21 
1,Murkfiend Liege,Commander Legends,448,Near Mint,English,,,,,,,,Creature - Horror,Rare,$0.75 
1,Murmuring Bosk,Commander Anthology Volume II,258,Near Mint,English,,,,,,,,Land - Forest,Rare,$1.35 
1,Murmuring Mystic,Commander 2020,118,Near Mint,English,,,,,,,,Creature - Human Wizard,Uncommon,$0.33 
6,Murmuring Mystic,Guilds of Ravnica,45,Near Mint,English,,,,,,,,Creature - Human Wizard,Uncommon,$0.27 
9,Murmuring Phantasm,Dragon's Maze,15,Near Mint,English,,,,,,,,Creature - Spirit,Common,$0.22 
1,Muscle Burst,Odyssey,252,Near Mint,English,,,,,,,,Instant,Common,$0.20 
1,Muscle Sliver,Tempest,132,Near Mint,English,,,,,,,,Creature - Sliver,Common,$1.36 
1,Muse Drake,Guilds of Ravnica,46,Near Mint,English,foil,,,,,,,Creature - Drake,Common,$0.24 
4,Muse Drake,Guilds of Ravnica,46,Near Mint,English,,,,,,,,Creature - Drake,Common,$0.17 
1,Musician,Ice Age,85,Near Mint,English,,,,,,,,Creature - Human Wizard,Rare,$5.12 
16,Mutagenic Growth,New Phyrexia,116,Near Mint,English,,,,,,,,Instant,Common,$1.92 
8,Mutant's Prey,Dragon's Maze,45,Near Mint,English,,,,,,,,Instant,Common,$0.21 
1,Mutavault,Grand Prix,14,Near Mint,English,foil,,,,,,,Land,MythicRare,$9.98 
1,Mutavault,Morningtide,148,Near Mint,English,,,,,,,,Land,Rare,$14.41 
4,Mutavault,Magic 2014 Core Set,228,Near Mint,English,,,,,,,,Land,Rare,$11.57 
1,Mutilate,Commander 2014,150,Near Mint,English,,,,,,,,Sorcery,Rare,$1.77 
1,Mutilate,Torment,73,Near Mint,English,,,,,,,,Sorcery,Rare,$2.72 
1,Mutilate,Magic 2013,102,Near Mint,English,,,,,,,,Sorcery,Rare,$1.89 
1,Mutiny,Mystery Booster,1018,Near Mint,English,,,,,,,,Sorcery,Common,$0.25 
10,Mutiny,Rivals of Ixalan,106,Near Mint,English,,,,,,,,Sorcery,Common,$0.21 
3,Mutual Destruction,Ikoria: Lair of Behemoths,96,Near Mint,English,,,,,,,,Sorcery,Common,$0.26 
2,Muzzio's Preparations,Conspiracy,7,Near Mint,English,,,,,,,,Conspiracy,Common,$0.21 
5,Muzzle,Mercadian Masques,30,Near Mint,English,,,,,,,,Enchantment - Aura,Common,$0.21 
2,Mwonvuli Beast Tracker,Magic 2013,177,Near Mint,English,,,,,,,,Creature - Human Scout,Uncommon,$0.33 
1,Mwonvuli Ooze,Weatherlight,77,Near Mint,English,,,,,,,,Creature - Ooze,Rare,$3.63 
3,Mycologist,Time Spiral Remastered,29,Near Mint,English,,,,,,,,Creature - Human Druid,Uncommon,$0.25 
1,Mycologist,Planar Chaos,27,Near Mint,English,,,,,,,,Creature - Human Druid,Uncommon,$0.26 
1,Mycoloth,Commander 2015,192,Near Mint,English,,,,,,,,Creature - Fungus,Rare,$2.79 
1,Mycoloth,Mystery Booster,1272,Near Mint,English,,,,,,,,Creature - Fungus,Rare,$2.47 
8,Mycosynth Fiend,New Phyrexia,117,Near Mint,English,,,,,,,,Creature - Horror,Uncommon,$0.24 
1,Mycosynth Golem,Fifth Dawn,137,Near Mint,English,,,,,,,,Artifact Creature - Golem,Rare,$22.64 
1,Mycosynth Lattice,Battlebond,241,Near Mint,English,,,,,,,,Artifact,MythicRare,$49.78 
2,Mycosynth Wellspring,Duel Decks: Elves vs. Inventors,56,Near Mint,English,,,,,,,,Artifact,Common,$0.23 
4,Mycosynth Wellspring,New Phyrexia,145,Near Mint,English,,,,,,,,Artifact,Common,$0.24 
2,Myojin of Cleansing Fire,Champions of Kamigawa,35,Near Mint,English,,,,,,,,Legendary Creature - Spirit,Rare,$3.71 
1,Myojin of Life's Web,Mystery Booster Retail Edition Foils,74,Near Mint,English,foil,,,,,,,Legendary Creature - Spirit,Rare,$1.50 
3,Myr,Extras: Scars of Mirrodin,7,Near Mint,English,,,,,,,,Token,Common,$0.25 
3,Myr,Extras: Modern Masters 2015 Edition,16,Near Mint,English,,,,,,,,Token,Common,$0.35 
4,Myr,Extras: Duel Decks: Elves vs. Inventors,2,Near Mint,English,,,,,,,,Token,Common,$0.25 
5,Myr,Extras: Battlebond,6,Near Mint,English,,,,,,,,Token,Common,$0.35 
1,Myr,Extras: Commander 2018,7,Near Mint,English,,,,,,,,Token,Common,$0.00 
2,Myr,Extras: Commander 2018,23,Near Mint,English,,,,,,,,Token,Common,$0.00 
1,Myr,Extras: Modern Horizons Foil,19,Near Mint,English,foil,,,,,,,Token,Common,$0.25 
1,Myr,Extras: Double Masters,7,Near Mint,English,,,,,,,,Token,Common,$0.00 
1,Myr,Extras: Double Masters,24,Near Mint,English,,,,,,,,Token,Common,$0.00 
1,Myr // Wolf,Extras: Double Masters,44,Near Mint,English,foil,,,,,,,Token,Common,$0.00 
2,Myr Adapter,Mirrodin,210,Good (Lightly Played),English,,,,,,,,Artifact Creature - Myr,Common,$0.22 
1,Myr Battlesphere,Commander 2013,247,Near Mint,English,,,,,,,,Artifact Creature - Myr Construct,Rare,$0.65 
1,Myr Battlesphere,Commander 2014,254,Near Mint,English,,,,,,,,Artifact Creature - Myr Construct,Rare,$0.69 
2,Myr Battlesphere,Commander 2016,263,Near Mint,English,,,,,,,,Artifact Creature - Myr Construct,Rare,$0.56 
1,Myr Battlesphere,Duel Decks: Elves vs. Inventors,57,Near Mint,English,,,,,,,,Artifact Creature - Myr Construct,Rare,$0.57 
1,Myr Battlesphere,Commander 2018,212,Near Mint,English,,,,,,,,Artifact Creature - Myr Construct,Rare,$0.57 
1,Myr Battlesphere,Scars of Mirrodin,180,Near Mint,English,,,,,,,,Artifact Creature - Myr Construct,Rare,$0.63 
7,Myr Enforcer,Modern Masters 2015 Edition,224,Near Mint,English,,,,,,,,Artifact Creature - Myr,Common,$0.25 
2,Myr Enforcer,Mirrodin,211,Near Mint,English,,,,,,,,Artifact Creature - Myr,Common,$0.44 
2,Myr Enforcer,Mirrodin,211,Played,English,,,,,,,,Artifact Creature - Myr,Common,$0.44 
5,Myr Galvanizer,Scars of Mirrodin,181,Near Mint,English,,,,,,,,Artifact Creature - Myr,Uncommon,$0.76 
2,Myr Incubator,Mirrodin,212,Near Mint,English,,,,,,,,Artifact,Rare,$0.64 
1,Myr Incubator,Mirrodin,212,Good (Lightly Played),English,,,,,,,,Artifact,Rare,$0.64 
14,Myr Landshaper,Darksteel,131,Near Mint,English,,,,,,,,Artifact Creature - Myr,Common,$0.24 
1,Myr Mindservant,Mirrodin,213,Played,English,,,,,,,,Artifact Creature - Myr,Uncommon,$0.36 
10,Myr Moonvessel,Darksteel,133,Near Mint,English,,,,,,,,Artifact Creature - Myr,Common,$0.26 
1,Myr Moonvessel,Darksteel,133,Good (Lightly Played),English,,,,,,,,Artifact Creature - Myr,Common,$0.26 
1,Myr Propagator,Scars of Mirrodin,182,Near Mint,English,,,,,,,,Artifact Creature - Myr,Rare,$0.51 
1,Myr Prototype,Mirrodin,214,Near Mint,English,,,,,,,,Artifact Creature - Myr,Uncommon,$0.30 
12,Myr Quadropod,Fifth Dawn,138,Near Mint,English,,,,,,,,Artifact Creature - Myr,Common,$0.19 
2,Myr Reservoir,Scars of Mirrodin,183,Near Mint,English,,,,,,,,Artifact,Rare,$0.79 
1,Myr Retriever,Mystery Booster,1613,Near Mint,English,,,,,,,,Artifact Creature - Myr,Uncommon,$0.55 
2,Myr Retriever,Double Masters,277,Near Mint,English,,,,,,,,Artifact Creature - Myr,Common,$0.35 
2,Myr Retriever,Mirrodin,215,Played,English,,,,,,,,Artifact Creature - Myr,Uncommon,$0.68 
2,Myr Retriever,Mirrodin,215,Near Mint,English,,,,,,,,Artifact Creature - Myr,Uncommon,$0.68 
1,Myr Servitor,Ultimate Masters,230,Near Mint,English,foil,,,,,,,Artifact Creature - Myr,Common,$0.29 
4,Myr Servitor,Ultimate Masters,230,Near Mint,English,,,,,,,,Artifact Creature - Myr,Common,$0.24 
2,Myr Servitor,Fifth Dawn,139,Near Mint,English,,,,,,,,Artifact Creature - Myr,Common,$0.29 
3,Myr Servitor,Fifth Dawn,139,Good (Lightly Played),English,,,,,,,,Artifact Creature - Myr,Common,$0.29 
1,Myr Sire,Duel Decks: Elves vs. Inventors,58,Near Mint,English,,,,,,,,Artifact Creature - Myr,Common,$0.24 
1,Myr Sire,Jumpstart,475,Near Mint,English,,,,,,,,Artifact Creature - Myr,Common,$0.28 
8,Myr Sire,Mirrodin Besieged,116,Near Mint,English,,,,,,,,Artifact Creature - Myr,Common,$0.27 
2,Myr Superion,Magic Game Day Cards,8,Near Mint,English,foil,,,,,,,Artifact Creature - Myr,Special,$3.54 
1,Myr Superion,New Phyrexia,146,Near Mint,English,,,,,,,,Artifact Creature - Myr,Rare,$1.61 
1,Myr Turbine,Mirrodin Besieged,117,Played,English,,,,,,,,Artifact,Rare,$2.93 
1,Myr Turbine,Mirrodin Besieged,117,Near Mint,English,,,,,,,,Artifact,Rare,$2.93 
4,Myr Welder,Mirrodin Besieged,118,Near Mint,English,,,,,,,,Artifact Creature - Myr,Rare,$0.48 
1,Myriad Construct,Promo Pack: Zendikar Rising,246,Near Mint,English,foil,,,,,,,Artifact Creature - Construct,Rare,$0.62 
1,Myriad Construct,Zendikar Rising,246,Near Mint,English,,,,,,,,Artifact Creature - Construct,Rare,$0.34 
2,Myriad Landscape,Commander 2014,61,Near Mint,English,,,,,,,,Land,Uncommon,$0.94 
1,Myriad Landscape,Commander 2017,262,Near Mint,English,,,,,,,,Land,Uncommon,$0.62 
4,Myriad Landscape,Masters 25,243,Near Mint,English,,,,,,,,Land,Uncommon,$0.73 
1,Myriad Landscape,Commander 2018,269,Near Mint,English,,,,,,,,Land,Uncommon,$0.54 
5,Myriad Landscape,Commander 2019,261,Near Mint,English,,,,,,,,Land,Uncommon,$0.43 
6,Myriad Landscape,Commander 2020,292,Near Mint,English,,,,,,,,Land,Uncommon,$0.39 
2,Myriad Landscape,Zendikar Rising Commander,135,Near Mint,English,,,,,,,,Land,Uncommon,$0.35 
1,Myriad Landscape,Commander Legends,487,Near Mint,English,,,,,,,,Land,Uncommon,$0.35 
2,Myrsmith,Double Masters,23,Near Mint,English,,,,,,,,Creature - Human Artificer,Uncommon,$0.28 
8,Myrsmith,Scars of Mirrodin,16,Near Mint,English,,,,,,,,Creature - Human Artificer,Uncommon,$0.25 
8,Mysteries of the Deep,Worldwake,33,Near Mint,English,,,,,,,,Instant,Common,$0.20 
4,Mysterious Egg,Ikoria: Lair of Behemoths,3,Near Mint,English,,,,,,,,Creature - Egg,Common,$0.27 
2,Mysterious Egg,Ikoria: Lair of Behemoths,385,Near Mint,English,,,,,,,,Creature - Egg,Common,$0.17 
1,Mysterious Egg,Ikoria: Lair of Behemoths,385,Near Mint,English,foil,,,,,,,Creature - Egg,Common,$0.39 
4,Mysterious Pathlighter,Throne of Eldraine,22,Near Mint,English,,,,,,,,Creature - Faerie,Uncommon,$0.45 
1,Mysterious Pathlighter,Throne of Eldraine,22,Near Mint,English,foil,,,,,,,Creature - Faerie,Uncommon,$0.41 
1,Mystic Archaeologist,Jumpstart,158,Near Mint,English,,,,,,,,Creature - Human Wizard,Rare,$0.35 
2,Mystic Archaeologist,Core Set 2019,63,Near Mint,English,,,,,,,,Creature - Human Wizard,Rare,$0.31 
2,Mystic Compass,Alliances,166,Near Mint,English,,,,,,,,Artifact,Uncommon,$0.25 
1,Mystic Confluence,Commander 2015,14,Near Mint,English,,,,,,,,Instant,Rare,$4.49 
2,Mystic Confluence,Battlebond,122,Near Mint,English,,,,,,,,Instant,Rare,$3.97 
1,Mystic Confluence,Mystery Booster,440,Near Mint,English,,,,,,,,Instant,Rare,$3.72 
1,Mystic Confluence,Time Spiral Remastered,312,Near Mint,English,,,,,,,,Instant,Special,$4.51 
2,Mystic Crusader,Odyssey,33,Near Mint,English,,,,,,,,Creature - Human Nomad Mystic,Rare,$0.39 
1,Mystic Decree,Homelands,43,Near Mint,English,,,,,,,,World Enchantment,Rare,$7.09 
1,Mystic Denial,Portal,62,Near Mint,English,,,,,,,,Instant,Uncommon,$0.27 
1,Mystic Denial,Portal Second Age,41,Near Mint,English,,,,,,,,Instant,Uncommon,$0.31 
4,Mystic Familiar,Torment,11,Near Mint,English,,,,,,,,Creature - Bird,Common,$0.20 
1,Mystic Familiar,Torment,11,Played,English,,,,,,,,Creature - Bird,Common,$0.20 
2,Mystic Forge,Core Set 2020,233,Near Mint,English,,,,,,,,Artifact,Rare,$7.35 
2,Mystic Genesis,Modern Masters 2017 Edition,174,Near Mint,English,,,,,,,,Instant,Uncommon,$0.24 
4,Mystic Genesis,Gatecrash,180,Near Mint,English,,,,,,,,Instant,Rare,$0.33 
7,Mystic Meditation,Dragons of Tarkir,64,Near Mint,English,,,,,,,,Sorcery,Common,$0.19 
6,Mystic Melting,Coldsnap,114,Near Mint,English,,,,,,,,Instant,Uncommon,$0.25 
1,Mystic Might,Ice Age,86,Near Mint,English,,,,,,,,Enchantment - Aura,Rare,$2.50 
6,Mystic Monastery,Duel Decks: Speed vs. Cunning,73,Near Mint,English,,,,,,,,Land,Uncommon,$0.58 
1,Mystic Monastery,Commander 2019,262,Near Mint,English,,,,,,,,Land,Uncommon,$0.35 
1,Mystic Monastery,Commander 2020,293,Near Mint,English,,,,,,,,Land,Uncommon,$0.33 
4,Mystic Monastery,Khans of Tarkir,236,Near Mint,English,,,,,,,,Land,Uncommon,$0.38 
5,Mystic of the Hidden Way,Masters 25,67,Near Mint,English,,,,,,,,Creature - Human Monk,Common,$0.21 
1,Mystic of the Hidden Way,Masters 25,67,Near Mint,English,foil,,,,,,,Creature - Human Monk,Common,$0.24 
4,Mystic of the Hidden Way,Khans of Tarkir,48,Near Mint,English,,,,,,,,Creature - Human Monk,Common,$0.21 
4,Mystic Penitent,Odyssey,34,Near Mint,English,,,,,,,,Creature - Human Nomad Mystic,Uncommon,$0.22 
8,Mystic Remora,Ice Age,87,Near Mint,English,,,,,,,,Enchantment,Common,$13.36 
5,Mystic Repeal,Theros Beyond Death,180,Near Mint,English,,,,,,,,Instant,Uncommon,$0.25 
6,Mystic Restraints,Champions of Kamigawa,76,Near Mint,English,,,,,,,,Enchantment - Aura,Common,$0.19 
3,Mystic Retrieval,Commander 2015,98,Near Mint,English,,,,,,,,Sorcery,Uncommon,$0.31 
2,Mystic Retrieval,Ultimate Masters,66,Near Mint,English,,,,,,,,Sorcery,Uncommon,$0.25 
1,Mystic Retrieval,Commander 2019,90,Near Mint,English,,,,,,,,Sorcery,Uncommon,$0.25 
8,Mystic Retrieval,Dark Ascension,42,Near Mint,English,,,,,,,,Sorcery,Uncommon,$0.25 
1,Mystic Sanctuary,Time Spiral Remastered,408,Near Mint,English,,,,,,,,Land - Island,Special,$4.48 
4,Mystic Sanctuary,Throne of Eldraine,247,Near Mint,English,,,,,,,,Land - Island,Common,$1.00 
1,Mystic Sanctuary,Throne of Eldraine,247,Near Mint,English,foil,,,,,,,Land - Island,Common,$3.87 
4,Mystic Skyfish,Core Set 2021,326,Near Mint,English,,,,,,,,Creature - Fish,Common,$0.25 
1,Mystic Snake,Commander 2015,228,Near Mint,English,,,,,,,,Creature - Snake,Rare,$1.12 
2,Mystic Snake,Masters 25,208,Near Mint,English,,,,,,,,Creature - Snake,Rare,$1.15 
1,Mystic Speculation,Future Sight,41,Near Mint,English,,,,,,,,Sorcery,Uncommon,$2.71 
1,Mystic Subdual,Ikoria: Lair of Behemoths,57,Near Mint,English,foil,,,,,,,Enchantment - Aura,Uncommon,$0.33 
3,Mystic Veil,Visions,38,Near Mint,English,,,,,,,,Enchantment - Aura,Common,$0.23 
3,Mystic Zealot,Odyssey,36,Near Mint,English,,,,,,,,Creature - Human Nomad Mystic,Common,$0.19 
1,Mystical Dispute,Throne of Eldraine,58,Near Mint,English,foil,,,,,,,Instant,Uncommon,$5.73 
6,Mystical Dispute,Throne of Eldraine,58,Near Mint,English,,,,,,,,Instant,Uncommon,$0.79 
4,Mystical Teachings,Modern Masters 2017 Edition,44,Near Mint,English,,,,,,,,Instant,Common,$0.23 
2,Mystical Teachings,Time Spiral Remastered,76,Near Mint,English,,,,,,,,Instant,Uncommon,$0.56 
1,Mystical Tutor,Signature Spellbook: Jace,6,Near Mint,English,,,,,,,,Instant,Rare,$24.27 
1,Mystical Tutor,Mirage,80,Near Mint,English,,,,,,,,Instant,Uncommon,$25.64 
1,Mystifying Maze,Commander 2017,264,Near Mint,English,,,,,,,,Land,Rare,$0.98 
1,Myth Realized,Dragons of Tarkir,26,Near Mint,English,,,,,,,,Enchantment,Rare,$0.55 
1,Myth Unbound,Commander 2018,32,Near Mint,English,,,,,,,,Enchantment,Rare,$2.71 
1,Mythic Proportions,Onslaught,274,Near Mint,English,,,,,,,,Enchantment - Aura,Rare,$0.56 
1,Mythos of Brokkos,Ikoria: Lair of Behemoths,168,Near Mint,English,,,,,,,,Sorcery,Rare,$0.56 
2,Mythos of Brokkos,Ikoria: Lair of Behemoths,329,Near Mint,English,foil,,,,,,,Sorcery,Rare,$3.28 
1,Mythos of Illuna,Ikoria: Lair of Behemoths,58,Near Mint,English,,,,,,,,Sorcery,Rare,$0.46 
1,Mythos of Nethroi,Ikoria: Lair of Behemoths,97,Near Mint,English,,,,,,,,Instant,Rare,$0.49 
1,Mythos of Nethroi,Ikoria: Lair of Behemoths,323,Near Mint,English,foil,,,,,,,Instant,Rare,$6.46 
1,Mythos of Snapdax,Promo Pack: Ikoria: Lair of Behemoths,5,Near Mint,English,foil,,,,,,,Sorcery,Rare,$1.00 
1,Mythos of Snapdax,Ikoria: Lair of Behemoths,24,Near Mint,English,foil,,,,,,,Sorcery,Rare,$0.69 
1,Mythos of Vadrok,Ikoria: Lair of Behemoths,127,Near Mint,English,,,,,,,,Sorcery,Rare,$0.28 
1,"Naban, Dean of Iteration",Prerelease Events: Dominaria,58,Near Mint,English,foil,,,,,,,Legendary Creature - Human Wizard,Rare,$2.59 
3,"Naban, Dean of Iteration",Dominaria,58,Near Mint,English,,,,,,,,Legendary Creature - Human Wizard,Rare,$0.50 
11,Nacatl Hunt-Pride,Conflux,13,Near Mint,English,,,,,,,,Creature - Cat Warrior,Uncommon,$0.24 
23,Nacatl Outlander,Conflux,119,Near Mint,English,,,,,,,,Creature - Cat Scout,Common,$0.22 
3,Nacatl Outlander,Conflux,119,Good (Lightly Played),English,,,,,,,,Creature - Cat Scout,Common,$0.22 
23,Nacatl Savage,Conflux,86,Near Mint,English,,,,,,,,Creature - Cat Warrior,Common,$0.21 
1,Nacatl War-Pride,Future Sight,147,Played,English,,,,,,,,Creature - Cat Warrior,Uncommon,$2.16 
2,Nacatl War-Pride,Future Sight,147,Near Mint,English,,,,,,,,Creature - Cat Warrior,Uncommon,$2.16 
1,Nacre Talisman,Ice Age,304,Near Mint,English,,,,,,,,Artifact,Uncommon,$0.24 
1,Nadier's Nightblade,Commander Legends,136,Near Mint,English,,,,,,,,Creature - Elf Warrior,Uncommon,$0.25 
4,"Nadier, Agent of the Duskenel",Commander Legends,135,Near Mint,English,,,,,,,,Legendary Creature - Elf Warrior,Uncommon,$0.26 
1,Nadir Kraken,Theros Beyond Death,305,Near Mint,English,,,,,,,,Creature  - Kraken,Rare,$4.00 
1,Nafs Asp,Arabian Nights,36,Near Mint,English,,,,,,,,Creature - Snake,Common,$9.01 
3,Nafs Asp,Arabian Nights,37,Near Mint,English,,,,,,,,Creature - Snake,Common,$9.92 
10,Nafs Asp,Fourth Edition,148,Near Mint,English,,,,,,,,Creature - Snake,Common,$0.21 
7,Naga Eternal,War of the Spark,60,Near Mint,English,,,,,,,,Creature - Zombie Naga,Common,$0.17 
8,Naga Oracle,Amonkhet,62,Near Mint,English,,,,,,,,Creature - Naga Cleric,Common,$0.26 
8,Naga Vitalist,Amonkhet,176,Near Mint,English,,,,,,,,Creature - Naga Druid,Common,$0.20 
2,"Nagao, Bound by Honor",Champions of Kamigawa,36,Near Mint,English,,,,,,,,Legendary Creature - Human Samurai,Uncommon,$0.29 
5,Nagging Thoughts,Shadows over Innistrad,74,Near Mint,English,,,,,,,,Sorcery,Common,$0.21 
4,Nahiri's Binding,Zendikar Rising,29,Near Mint,English,,,,,,,,Enchantment - Aura,Common,$0.27 
1,Nahiri's Binding,Zendikar Rising,29,Near Mint,English,foil,,,,,,,Enchantment - Aura,Common,$0.40 
1,Nahiri's Lithoforming,Zendikar Rising,151,Near Mint,English,,,,,,,,Sorcery,Rare,$0.37 
1,Nahiri's Machinations,Shadows over Innistrad,28,Near Mint,English,,,,,,,,Enchantment,Uncommon,$0.25 
4,Nahiri's Stoneblades,War of the Spark,139,Near Mint,English,,,,,,,,Instant,Common,$0.20 
3,Nahiri's Wrath,Eldritch Moon,137,Near Mint,English,,,,,,,,Sorcery,MythicRare,$0.97 
2,"Nahiri, Heir of the Ancients",Zendikar Rising,230,Near Mint,English,,,,,,,,Legendary Planeswalker - Nahiri,MythicRare,$1.42 
1,"Nahiri, Storm of Stone",Secret Lair Drop Series,533,Near Mint,English,foil,,,,,,,Legendary Planeswalker - Nahiri,Uncommon,$3.08 
2,"Nahiri, Storm of Stone",War of the Spark,233,Near Mint,English,,,,,,,,Legendary Planeswalker - Nahiri,Uncommon,$0.50 
1,"Nahiri, the Harbinger",War of the Spark Mythic Edition,7,Near Mint,English,foil,,,,,,,Legendary Planeswalker - Nahiri,MythicRare,$48.16 
2,"Nahiri, the Harbinger",Commander 2020,223,Near Mint,English,,,,,,,,Legendary Planeswalker - Nahiri,MythicRare,$1.23 
1,"Nahiri, the Harbinger",Shadows over Innistrad,247,Near Mint,English,,,,,,,,Legendary Planeswalker - Nahiri,MythicRare,$2.38 
4,Naiad of Hidden Coves,Theros Beyond Death,56,Near Mint,English,,,,,,,,Enchantment Creature  - Nymph,Common,$0.21 
2,"Najeela, the Blade-Blossom",Battlebond,62,Near Mint,English,,,,,,,,Legendary Creature - Human Warrior,MythicRare,$9.83 
4,Nakaya Shade,Prophecy,69,Near Mint,English,,,,,,,,Creature - Shade,Uncommon,$0.23 
3,Nameless Inversion,Modern Masters 2015 Edition,87,Near Mint,English,,,,,,,,Tribal Instant - Shapeshifter,Common,$0.25 
1,Nameless Inversion,Modern Masters 2015 Edition,87,Near Mint,English,foil,,,,,,,Tribal Instant - Shapeshifter,Common,$0.33 
1,Nameless Inversion,Mystery Booster,719,Near Mint,English,,,,,,,,Tribal Instant - Shapeshifter,Common,$0.25 
4,Nameless Inversion,Lorwyn,128,Near Mint,English,,,,,,,,Tribal Instant - Shapeshifter,Common,$0.23 
1,Nameless One,Onslaught,100,Near Mint,English,,,,,,,,Creature - Wizard Avatar,Uncommon,$0.24 
2,Nameless Race,The Dark,12,Near Mint,English,,,,,,,,Creature,Rare,$10.56 
1,Nantuko Blightcutter,Torment,131,Near Mint,English,,,,,,,,Creature - Insect Druid,Rare,$0.37 
3,Nantuko Calmer,Torment,132,Near Mint,English,,,,,,,,Creature - Insect Druid,Common,$0.21 
7,Nantuko Cultivator,Modern Horizons,173,Near Mint,English,,,,,,,,Creature - Insect Druid,Uncommon,$0.24 
1,Nantuko Cultivator,Torment,133,Near Mint,English,,,,,,,,Creature - Insect Druid,Rare,$0.38 
1,Nantuko Disciple,Odyssey,253,Near Mint,English,,,,,,,,Creature - Insect Druid,Common,$0.20 
2,Nantuko Disciple,Eighth Edition,268,Near Mint,English,,,,,,,,Creature - Insect Druid,Common,$0.18 
2,Nantuko Elder,Odyssey,254,Good (Lightly Played),English,,,,,,,,Creature - Insect Druid,Uncommon,$0.30 
2,Nantuko Elder,Odyssey,254,Near Mint,English,,,,,,,,Creature - Insect Druid,Uncommon,$0.30 
2,Nantuko Husk,Mystery Booster,720,Near Mint,English,,,,,,,,Creature - Zombie Insect,Common,$0.24 
1,Nantuko Husk,Onslaught,159,Near Mint,English,,,,,,,,Creature - Zombie Insect,Common,$0.22 
1,Nantuko Husk,Ninth Edition,148,Near Mint,English,,,,,,,,Creature - Zombie Insect,Uncommon,$0.24 
2,Nantuko Husk,Tenth Edition,162,Near Mint,English,,,,,,,,Creature - Zombie Insect,Uncommon,$0.26 
1,Nantuko Husk,Magic Origins,109,Near Mint,English,foil,,,,,,,Creature - Zombie Insect,Common,$0.85 
4,Nantuko Husk,Magic Origins,109,Near Mint,English,,,,,,,,Creature - Zombie Insect,Common,$0.21 
1,Nantuko Monastery,Judgment,142,Near Mint,English,,,,,,,,Land,Uncommon,$0.25 
1,Nantuko Shade,Commander 2014,151,Near Mint,English,,,,,,,,Creature - Insect Shade,Rare,$0.54 
1,Nantuko Shade,Torment,74,Heavily Played,English,,,,,,,,Creature - Insect Shade,Rare,$1.23 
1,Nantuko Shaman,Modern Masters,156,Near Mint,English,,,,,,,,Creature - Insect Shaman,Common,$0.21 
6,Nantuko Shaman,Iconic Masters,176,Near Mint,English,,,,,,,,Creature - Insect Shaman,Common,$0.26 
4,Nantuko Shaman,Time Spiral Remastered,221,Near Mint,English,,,,,,,,Creature - Insect Shaman,Common,$0.25 
1,Nantuko Shaman,Time Spiral,208,Good (Lightly Played),English,,,,,,,,Creature - Insect Shaman,Common,$0.27 
3,Nantuko Shaman,Time Spiral,208,Near Mint,English,,,,,,,,Creature - Insect Shaman,Common,$0.27 
2,Nantuko Tracer,Judgment,125,Near Mint,English,,,,,,,,Creature - Insect Druid,Common,$0.20 
1,Nantuko Vigilante,Commander 2019,174,Near Mint,English,,,,,,,,Creature - Insect Druid Mutant,Common,$0.23 
